business_type,annual_revenue,employee_count,current_tech_investment,customer_satisfaction,operational_efficiency,complexity_level,data_availability,workforce_skill_level,ai_integration_cost,potential_improvement,ai_beneficial
Retail,650550891.3057553,2064,8057668.415786404,9.39477645154282,0.6300240201262169,High,Moderate,3.9589685874333167,582330.0743204497,0.24433362970760567,0
Finance,152872828.27551946,1431,1457770.0327121574,1.1812406405436084,0.6925290278594809,High,Rich,6.497740751651653,4592352.232566404,0.023412403037113262,0
Tech,62288277.48355749,1148,5848920.937087421,2.3840533496189455,0.9714913920355679,High,Moderate,8.841382167431416,2844842.2882800563,0.05317736457580013,0
Healthcare,780980824.4823713,3476,5104536.727859653,8.975541646503938,0.805188029890846,High,Moderate,1.1390268495977014,853747.0300863136,0.5024209493147574,1
Retail,460340623.34555084,3705,1526379.9815306757,5.126667059683138,0.9174868928414812,Low,Moderate,4.921609211589769,3987839.2512480714,0.3485404524935098,1
Tech,59105631.70997032,959,6277585.006736926,6.0813157504011714,0.8551757503561661,High,Moderate,3.0184607641771475,4583156.689483484,0.09974738831684014,0
Finance,994871450.8525974,237,2809040.1368216393,6.967244833508326,0.5562515652633159,Medium,Moderate,4.49769061358955,930861.2409984345,0.01837006360156373,0
Healthcare,58722780.43537027,4094,4929559.753585723,7.111599440460736,0.8679602031869744,Medium,Poor,4.743906471777175,4105321.0308186417,0.505411283981348,1
Tech,695340193.6296946,3806,914496.0103429126,9.385663629848574,0.6375494407795622,Medium,Rich,7.720038683079733,4672802.800463729,0.45548872844200916,1
Tech,983695246.3381501,2065,4649882.166414868,9.972544756705027,0.8195539234973532,High,Poor,1.8443968515589884,4697971.841450485,0.3375464769418162,1
Tech,239940924.11170968,2142,3133988.333623921,7.481417148378462,0.6704809868214943,Medium,Rich,5.613255128192594,4579366.662102155,0.21489177828373088,0
Healthcare,143107119.31850898,3694,8241573.990735008,3.5849908828463573,0.9988361316323295,Low,Rich,6.077753126188708,2777462.9605645034,0.2645508652655544,0
Healthcare,122263554.48300646,2180,664089.397273946,8.917771620649093,0.631775739748389,High,Rich,5.4474184319662395,1845435.4545439591,0.2456437848468648,0
Manufacturing,303971872.420028,407,4244212.021691467,1.4429882308668545,0.6395652353871348,Medium,Rich,7.586859277564481,135636.7577006455,0.0075122847753367325,0
Finance,101944765.19963604,2472,4638471.098901236,3.079727675870466,0.9653361277811991,Low,Rich,4.454121303161626,398469.9116704827,0.14698375492429197,0
Retail,692469180.3524377,4307,7277560.155361275,9.076471457173433,0.5123222023181613,Low,Moderate,9.504703572760684,2201311.1749572144,0.4005577056731345,1
Tech,63229506.33193263,4595,5785446.993393089,3.3057236299541946,0.8483444939365985,Medium,Poor,5.336230982850473,2056698.1173184006,0.25772366523119794,0
Manufacturing,509912706.02163994,1547,6705402.138222393,2.9858595365957363,0.8626631953679391,Low,Poor,6.140925186533178,1005098.1568924277,0.0796949775238193,0
Retail,996700156.9991238,2208,7792787.9279523855,2.243127638262225,0.9181892887051997,Medium,Moderate,8.429777410120744,2037852.1373551185,0.09095263243194669,0
Manufacturing,814156299.2365128,2605,8635809.439216068,8.732005818822248,0.9872196553192376,Low,Rich,3.4771249533801023,955785.3207313037,0.4491232450620407,1
Healthcare,615604218.7927799,2392,3207367.417552458,5.50052433271978,0.9878009595783261,High,Poor,1.676818258865222,4259077.138601619,0.25993496655989035,0
Tech,306947367.16582507,3001,5426424.783102639,7.074038827487393,0.532638378783232,High,Moderate,7.370055805262343,1561154.9015904344,0.22614963244280165,0
Retail,624271940.4553468,1288,8417069.97654808,3.151597456675267,0.9109196613764512,High,Moderate,5.3471066999354075,3032965.315775719,0.07395314978764041,0
Retail,527514422.44773996,1023,9895566.19655406,7.822363789100948,0.8231549668286906,High,Poor,9.068538258630953,2563931.003795525,0.1317423002052429,0
Retail,426657300.5064811,4777,8906241.179333255,7.840049904658886,0.8236710671865456,High,Poor,9.844120438501907,354222.18021056184,0.6169612318445389,1
Retail,131579666.36345927,4015,3777525.89998133,3.8133822241747013,0.5641749633073474,Medium,Rich,4.591984155172563,4716945.225506715,0.17275860654497244,0
Retail,886717611.0252262,1100,2032148.5204646392,4.696143697092546,0.8250935832228267,High,Rich,4.738951146336948,2683407.293427368,0.08524467666799439,0
Manufacturing,450334864.1725012,3751,4944986.120325228,2.8872124968718076,0.9912412903006239,High,Poor,4.671663419851538,1692782.452619895,0.21470155654266265,0
Tech,195427889.3089443,2830,7442250.373176818,9.789049209906139,0.9559092847697235,High,Rich,3.920986987578335,874820.1912020345,0.5296312754310424,1
Healthcare,368391591.5264123,1638,4976433.800457646,6.810423193525705,0.7195653304024252,High,Moderate,8.035183879897577,1758780.510161495,0.16054183504947578,0
Healthcare,414715622.7763981,3928,4883490.546805318,9.41089492643964,0.5199739866430472,Low,Rich,7.830961862416549,200506.85481460855,0.38442711862636897,1
Healthcare,827710357.6713074,2418,8398481.168709826,3.7304698926621986,0.6811467450001024,High,Rich,5.307803834954724,1881434.9612066587,0.12288263545886621,0
Healthcare,733880766.1808406,486,3677897.412765145,8.037018216972008,0.9131951558002775,High,Moderate,1.4019509474100889,2704281.0437920736,0.07133863851938535,0
Manufacturing,769535588.7476984,2878,8611967.280635292,7.892727794962678,0.8507495507325831,Medium,Rich,3.7860337136176607,4372144.60466963,0.3865001250506336,1
Finance,12020233.164218567,1606,4127367.5294220634,7.224900866798874,0.7296718277969783,Low,Moderate,3.630727418993538,3468134.6467192085,0.16933042867066692,0
Tech,416737844.18158174,3908,3349507.74621556,9.690750777401204,0.5275507675794155,Medium,Rich,8.299785215802325,646753.3343528829,0.39958229294279446,1
Retail,481862807.4836883,1354,4594500.12087702,4.54199802495684,0.7134473639116513,High,Poor,1.7881801607455725,823956.9897460093,0.08775210410195315,0
Finance,20173084.546233628,2434,7648224.8908811975,2.1764559123078158,0.7345124698589418,Medium,Rich,8.251078411384338,2197804.5023100358,0.07782150349426695,0
Healthcare,260553395.5362892,232,1347420.0758535434,7.045379733196547,0.964277766447068,Medium,Poor,7.022652869792287,1058967.9830300603,0.03152278207264767,0
Finance,760529533.2990129,1639,2044550.237132972,7.563788204294855,0.8205430517910797,High,Poor,7.591973132174043,236463.9101555032,0.2034462462079888,0
Tech,137972596.02327004,1637,9519303.77406461,6.175545161129332,0.6558264583273244,Low,Poor,4.889918688265212,4044572.912578544,0.13259981273477997,0
Retail,535774821.32113904,709,1837367.111075438,2.8613610382005663,0.7626591322253606,Low,Poor,7.117532164015824,195660.5964201712,0.030944207532032964,0
Retail,215986670.14522028,209,5720500.447517441,5.540103475024198,0.5330276539110801,Medium,Poor,6.481260502362242,4170379.065470269,0.0123436585352561,0
Tech,13108653.86924938,4003,5835213.219953185,3.8097076291221645,0.9862841178248685,High,Moderate,7.920821757057666,806109.4188615335,0.3008217775004436,1
Tech,241960256.14194193,1061,4947282.174297423,4.8471987535002015,0.680029950965363,Medium,Moderate,5.02092851021427,4875924.2129548695,0.06994621981664999,0
Healthcare,975897881.1551437,102,6482977.960910504,6.8069671826019755,0.7389336774565679,Medium,Moderate,5.2554306240667215,3058982.1679483317,0.010260990476835152,0
Retail,801735574.7711066,2357,2375284.5853964225,7.706932684217511,0.6776419871184614,Medium,Poor,6.792186004658381,3701416.5609864877,0.24619059116492542,0
Finance,959617067.6767124,1278,5571356.450989807,3.090022218112088,0.8412558650581001,High,Rich,1.9726974429974948,641369.7770435179,0.06644320246958797,0
Manufacturing,488366189.8824361,1085,3784515.2269442817,4.64792824582258,0.8311160791647965,High,Moderate,4.926200035278856,4324309.959912253,0.08382640342798998,0
Manufacturing,110626462.478826,3752,6650505.870328971,3.4224541389246625,0.8576611552645679,Low,Rich,9.74755760733825,4212042.480070538,0.2202653600360848,0
Tech,548411529.4847193,4095,1498113.0793941796,2.787684524756822,0.6340716148059604,High,Rich,1.3379708805404105,3299664.3845544164,0.14476575434811764,0
Healthcare,454922957.2254009,4995,5751686.426710815,8.050484979962546,0.657834240582033,Medium,Poor,3.8440425057975443,2561146.8365173982,0.5290588788437613,1
Manufacturing,844512725.6568763,4499,1934176.5182949046,9.183274249932932,0.562625615548104,Medium,Poor,3.8269883718043367,3635296.948345195,0.46490374457884887,1
Retail,98984498.20346035,1314,2858566.3248388604,4.3320896711611905,0.8277549859230563,Low,Poor,6.701177073121953,129048.25515070294,0.09423768391494111,0
Tech,488752895.8847564,1934,2265227.023203474,7.761510319363902,0.5198985636678263,High,Moderate,1.952203234817259,3002959.7014524513,0.15608146122886415,0
Finance,150898616.02929026,1859,1910094.0207012894,9.0729576042797,0.7988411677617295,Medium,Poor,6.65689627790975,4252290.061153259,0.26947513913183,0
Tech,325351250.96316993,3217,8274538.420450604,8.615117894772084,0.9348479424258169,Low,Moderate,1.855362165864575,1848809.4471562987,0.5181831157925575,1
Finance,737619720.3104118,3847,2928504.9198428146,2.6453204968530333,0.9454160741448168,Low,Moderate,1.854582826764979,630617.8467662925,0.19242144025106064,0
Tech,476542111.23939776,2391,9278525.440458048,9.606626933620252,0.7245188801849809,Medium,Moderate,7.55365021469634,2162298.5237417105,0.33283593137257395,1
Tech,376512396.86062354,3464,9702272.60091739,4.390087963865162,0.7296518441065369,Medium,Moderate,3.917216564495167,3662811.800386684,0.22192017474307954,0
Tech,395081802.2914653,867,5755478.652377264,4.0531659505645266,0.5384845915040086,High,Poor,9.79680652942373,625775.9308162954,0.03784571890999465,0
Finance,459987321.63758063,2487,1515711.1143906913,1.561881945500023,0.8353825127215179,Low,Moderate,1.3361764279199944,1109637.9450431608,0.0648992033056155,0
Finance,785231527.2932198,938,3808027.6094578546,5.375562886943947,0.9106297101864227,Medium,Poor,5.005959973461947,823004.0494606297,0.09183296285698807,0
Tech,892192604.2512941,717,7997549.407147319,1.9811225407683584,0.6223275273023565,Low,Poor,2.0182234390662126,4005044.002318602,0.017679887700417656,0
Manufacturing,955379351.8174243,4778,3737168.2141009974,3.236858388346834,0.7106504408166823,High,Moderate,4.162410700822978,408173.8500171855,0.21981426376198837,0
Healthcare,787116482.8690398,2674,961470.4611976086,3.8524835959055324,0.9194196683826352,Medium,Poor,9.984002055481454,3464273.8603607216,0.18942879069173593,0
Healthcare,316091488.8522647,4282,5612170.61818906,8.279436911425156,0.9385602338311441,High,Rich,8.999582605646786,1895638.9116906377,0.6654870508599685,1
Healthcare,688446571.3804556,4573,8466696.429810744,8.879397853563068,0.6215899901321129,Low,Poor,1.4349196796985721,3803377.0901379813,0.5047992776190795,1
Finance,438165520.9313365,868,7979671.232720674,3.722196857153227,0.7752853172706822,High,Poor,6.06930259443115,4825478.752041784,0.050096872958496706,0
Finance,255415951.42400512,2238,1833719.087290497,8.728283091201165,0.5962465753179136,High,Moderate,6.830400743419921,661271.9679737632,0.2329403904326595,0
Manufacturing,841030707.8464967,1156,6760369.68268342,8.71507843632812,0.5509393820697783,Low,Moderate,2.8858116155511313,1640486.7012305465,0.11101021594461412,0
Healthcare,39387922.61336267,2274,2282992.2080129064,7.881858553463862,0.9555602506959788,High,Poor,2.3059501605680524,4069614.595822399,0.3425367466413609,1
Healthcare,901860230.1432881,247,2260254.592066505,2.320256026136634,0.9102537521160545,Low,Moderate,9.13943021198971,1404176.0916507647,0.010433387463084141,0
Tech,462015987.1601094,2721,8753310.555721333,7.212905622106561,0.880017450901587,Medium,Rich,9.71934797335039,1154090.9255256006,0.34543001501868403,1
Finance,637564275.3314722,3542,2571722.6321282787,9.505216581225119,0.5243831594065702,Low,Rich,9.927035715876777,4144352.0915579614,0.35309316054089174,1
Healthcare,659694568.283577,2498,2706148.730528311,7.1428643089044135,0.9218643963551287,Low,Moderate,8.10785596361171,4936703.583629254,0.328974224626963,1
Manufacturing,895222622.9658298,520,106468.5685368656,3.984551641970506,0.7190220379526919,Medium,Poor,6.971518624647314,2828714.891725032,0.029795796596148727,0
Manufacturing,637033012.4850401,1998,8719623.437842624,5.505213856877481,0.6711975616479298,Low,Rich,4.111572269736981,1462438.8668333623,0.14765564123877895,0
Healthcare,614319651.1753017,3949,7946688.650770434,6.811525390159483,0.7732381805126882,Medium,Rich,2.542584810922772,2052973.2118402645,0.4159822498070448,1
Finance,67585388.52012928,2060,6310556.457397712,5.595133678556532,0.5456766213617779,Medium,Poor,1.7108253942960854,933638.6041796841,0.12578910604142762,0
Manufacturing,518889613.9232589,3850,7527631.062994538,2.0795764755787283,0.8783232746761994,Low,Moderate,7.239677216963428,3833247.666564687,0.14064361233768216,0
Tech,151018831.8162246,4168,1605280.8175024688,3.808576401868186,0.791217538444148,High,Rich,8.062510736614225,3890022.687331563,0.25119806147043566,0
Manufacturing,737696334.9527642,3846,4637403.586416997,8.221564274982693,0.5932950484365838,High,Poor,8.43808287209482,4388092.862674222,0.37520140478579644,1
Retail,512709698.8918618,4038,3577071.934752931,8.752762414859657,0.5941160998845227,Medium,Poor,9.223885029734188,230352.561623163,0.419964684903121,1
Retail,680547551.429145,284,1028387.6099444632,2.2357002944401323,0.5921243257863371,High,Rich,8.919366072745362,2853708.5739692585,0.007519255167592255,0
Finance,42631227.701781884,978,4912691.803627748,9.571480771588522,0.5285011937759669,High,Moderate,9.997671450322834,1149851.6282816036,0.0989450231136101,0
Healthcare,85707224.02975741,3657,9215322.538392091,3.959403560637484,0.7938992246858424,Low,Rich,3.1965760987052616,1770326.7759125498,0.22990589287999894,0
